PayingCode, PayingDescription, ReceivingCode, ReceivingDescription, TransferCode, TransferDescription, Value
20,324 -  Petroleum and Coal Products Manufacturing,36,445 -  Food and Beverage Stores,15055,Industry Use,2272400.8732552147
20,324 -  Petroleum and Coal Products Manufacturing,37,446 -  Health and Personal Care Stores,15055,Industry Use,2033170.8679377476
20,324 -  Petroleum and Coal Products Manufacturing,38,457 -  Gasoline Stations and Fuel Dealers,15055,Industry Use,2796818.6472379514
20,324 -  Petroleum and Coal Products Manufacturing,39,"458 -  Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",15055,Industry Use,1717749.847705377
20,324 -  Petroleum and Coal Products Manufacturing,40,"459 -  Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",15055,Industry Use,4498799.687776212
20,324 -  Petroleum and Coal Products Manufacturing,41,455 -  General Merchandise Retailers,15055,Industry Use,2310071.112022834
20,324 -  Petroleum and Coal Products Manufacturing,42,481 -  Air Transportation,15055,Industry Use,14235554.816100786
20,324 -  Petroleum and Coal Products Manufacturing,43,482 -  Rail Transportation,15055,Industry Use,205651175.8682382
20,324 -  Petroleum and Coal Products Manufacturing,44,483 -  Water Transportation,15055,Industry Use,9791501.755514918
20,324 -  Petroleum and Coal Products Manufacturing,45,484 -  Truck Transportation,15055,Industry Use,1533693321.5786533
20,324 -  Petroleum and Coal Products Manufacturing,46,485 -  Transit and Ground Passenger Transportation,15055,Industry Use,6650030.511994174
20,324 -  Petroleum and Coal Products Manufacturing,47,486 -  Pipeline Transportation,15055,Industry Use,1073503833.519025
20,324 -  Petroleum and Coal Products Manufacturing,48,487-488 -  Scenic and Sightseeing Transportation and Support Activities for Transportation,15055,Industry Use,76889081.76762252
20,324 -  Petroleum and Coal Products Manufacturing,49,492 -  Couriers and Messengers,15055,Industry Use,83350.4792297256
20,324 -  Petroleum and Coal Products Manufacturing,50,493 -  Warehousing and Storage,15055,Industry Use,172544733.88719997
20,324 -  Petroleum and Coal Products Manufacturing,51,513 -  Publishing Industries,15055,Industry Use,10949817.682784509
20,324 -  Petroleum and Coal Products Manufacturing,52,512 -  Motion Picture and Sound Recording Industries,15055,Industry Use,103345.01104534142
20,324 -  Petroleum and Coal Products Manufacturing,53,516 -  Broadcasting and Content Providers,15055,Industry Use,30244991.061745845
20,324 -  Petroleum and Coal Products Manufacturing,54,517 -  Telecommunications,15055,Industry Use,9615506.99753437
20,324 -  Petroleum and Coal Products Manufacturing,55,"518 -  Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",15055,Industry Use,33445250.197869007
20,324 -  Petroleum and Coal Products Manufacturing,56,"519 -  Web Search Portals, Libraries, Archives, and Other Information Services",15055,Industry Use,98299665.62043546
20,324 -  Petroleum and Coal Products Manufacturing,57,522 -  Credit Intermediation and Related Activities,15055,Industry Use,32615297.53026551
20,324 -  Petroleum and Coal Products Manufacturing,58,"523 -  Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15055,Industry Use,5331938.445201372
20,324 -  Petroleum and Coal Products Manufacturing,59,521 -  Monetary Authorities-Central Bank,15055,Industry Use,141560545.43541715
20,324 -  Petroleum and Coal Products Manufacturing,60,524 -  Insurance Carriers and Related Activities,15055,Industry Use,15742670.615040807
20,324 -  Petroleum and Coal Products Manufacturing,62,531 -  Real Estate,15055,Industry Use,4107346.5769575606
20,324 -  Petroleum and Coal Products Manufacturing,63,532 -  Rental and Leasing Services,15055,Industry Use,83001055.72984558
20,324 -  Petroleum and Coal Products Manufacturing,64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15055,Industry Use,74955977.22137004
20,324 -  Petroleum and Coal Products Manufacturing,65,"541 -  Professional, Scientific, and Technical Services",15055,Industry Use,617724732.4405715
20,324 -  Petroleum and Coal Products Manufacturing,66,551 -  Management of Companies and Enterprises,15055,Industry Use,440692195.0914509
20,324 -  Petroleum and Coal Products Manufacturing,67,561 -  Administrative and Support Services,15055,Industry Use,360272607.68200755
20,324 -  Petroleum and Coal Products Manufacturing,68,562 -  Waste Management and Remediation Services,15055,Industry Use,90425882.13196155
20,324 -  Petroleum and Coal Products Manufacturing,69,611 -  Educational Services,15055,Industry Use,641808.991130219
20,324 -  Petroleum and Coal Products Manufacturing,74,"711 -  Performing Arts, Spectator Sports, and Related Industries",15055,Industry Use,7194362.854466428
20,324 -  Petroleum and Coal Products Manufacturing,75,"712 -  Museums, Historical Sites, and Similar Institutions",15055,Industry Use,222.8896810469828
20,324 -  Petroleum and Coal Products Manufacturing,76,"713 -  Amusement, Gambling, and Recreation Industries",15055,Industry Use,368430.40517978417
20,324 -  Petroleum and Coal Products Manufacturing,77,721 -  Accommodation,15055,Industry Use,2369913.1228976646
20,324 -  Petroleum and Coal Products Manufacturing,78,722 -  Food Services and Drinking Places,15055,Industry Use,27569594.286461532
20,324 -  Petroleum and Coal Products Manufacturing,79,811 -  Repair and Maintenance,15055,Industry Use,83505408.65524445
20,324 -  Petroleum and Coal Products Manufacturing,80,812 -  Personal and Laundry Services,15055,Industry Use,151804.85224896355
20,324 -  Petroleum and Coal Products Manufacturing,81,"813 -  Religious, Grantmaking, Civic, Professional, and Similar Organizations",15055,Industry Use,3697932.119593969
20,324 -  Petroleum and Coal Products Manufacturing,83,9A -  Government Enterprises,15055,Industry Use,252039391.38642198
20,324 -  Petroleum and Coal Products Manufacturing,86,Vegetable and melon farming,15055,Industry Use,815.0116075939126
20,324 -  Petroleum and Coal Products Manufacturing,87,Fruit farming,15055,Industry Use,625.3494729759093
20,324 -  Petroleum and Coal Products Manufacturing,5001,Employee Compensation,15053,Factor Receipts,2924773205.262458
20,324 -  Petroleum and Coal Products Manufacturing,6001,Proprietor Income,15053,Factor Receipts,125088495.9506149
20,324 -  Petroleum and Coal Products Manufacturing,7001,Other Property Type Income,15053,Factor Receipts,14416262010.075258
20,324 -  Petroleum and Coal Products Manufacturing,8001,Tax on Production and Imports,15053,Factor Receipts,732623783.3418201
20,324 -  Petroleum and Coal Products Manufacturing,10001,Households LT15k,15055,Industry Use,1859801.6232996455
20,324 -  Petroleum and Coal Products Manufacturing,10002,Households 15-30k,15055,Industry Use,2449148.450945675
20,324 -  Petroleum and Coal Products Manufacturing,10003,Households 30-40k,15055,Industry Use,2180570.0722153224
20,324 -  Petroleum and Coal Products Manufacturing,10004,Households 40-50k,15055,Industry Use,1683662.295616749
20,324 -  Petroleum and Coal Products Manufacturing,10005,Households 50-70k,15055,Industry Use,3757548.8063735
20,324 -  Petroleum and Coal Products Manufacturing,10006,Households 70-100k,15055,Industry Use,12833633.46920381
20,324 -  Petroleum and Coal Products Manufacturing,10007,Households 100-150k,15055,Industry Use,22695463.317958746
20,324 -  Petroleum and Coal Products Manufacturing,10008,Households 150-200k,15055,Industry Use,25961738.88210878
20,324 -  Petroleum and Coal Products Manufacturing,10009,Households GT200k,15055,Industry Use,65690057.67163652
20,324 -  Petroleum and Coal Products Manufacturing,11001,Federal Government NonDefense,15055,Industry Use,4207347.529474259
20,324 -  Petroleum and Coal Products Manufacturing,11003,Federal Government Investment,15055,Industry Use,5119259.391444809
20,324 -  Petroleum and Coal Products Manufacturing,12001,State/Local Govt Other,15055,Industry Use,97343678.31507026
20,324 -  Petroleum and Coal Products Manufacturing,12002,State/Local Govt Education,15055,Industry Use,155798.21713102554
20,324 -  Petroleum and Coal Products Manufacturing,12004,State/Local Govt Investment,15055,Industry Use,25894902.139159743
20,324 -  Petroleum and Coal Products Manufacturing,14001,Capital,15055,Industry Use,34237646.10283885
20,324 -  Petroleum and Coal Products Manufacturing,14002,Inventory Additions/Deletions,15055,Industry Use,179313287.90922558
20,324 -  Petroleum and Coal Products Manufacturing,25001,Foreign Trade,15051,Commodity Trade,21655472871.59798
20,324 -  Petroleum and Coal Products Manufacturing,28001,Domestic Trade,15051,Commodity Trade,34195162681.446102
21,325 -  Chemical Manufacturing,1,111 -  Crop Production,15055,Industry Use,287775248.7581906
21,325 -  Chemical Manufacturing,2,112 -  Animal Production and Aquaculture,15055,Industry Use,37515.76912323926
21,325 -  Chemical Manufacturing,3,113 -  Forestry and Logging,15055,Industry Use,12986809.06823421
21,325 -  Chemical Manufacturing,4,"114 -  Fishing, Hunting and Trapping",15055,Industry Use,69107.7029974592
21,325 -  Chemical Manufacturing,6,211 -  Oil and Gas Extraction,15055,Industry Use,26551719.391208027
21,325 -  Chemical Manufacturing,7,212 -  Mining (except Oil and Gas),15055,Industry Use,168924753.06022835
21,325 -  Chemical Manufacturing,8,213 -  Support Activities for Mining,15055,Industry Use,78968.95482586308
21,325 -  Chemical Manufacturing,9,221 -  Utilities,15055,Industry Use,651148187.6126198
21,325 -  Chemical Manufacturing,10,23 -  Construction,15055,Industry Use,157546944.25522974
21,325 -  Chemical Manufacturing,11,311 -  Food Manufacturing,15055,Industry Use,305119131.7030197
21,325 -  Chemical Manufacturing,12,312 -  Beverage and Tobacco Product Manufacturing,15055,Industry Use,703283.9955338767
21,325 -  Chemical Manufacturing,13,313 -  Textile Mills,15055,Industry Use,1815072.2498855416
21,325 -  Chemical Manufacturing,14,314 -  Textile Product Mills,15055,Industry Use,1490033.4672508293
21,325 -  Chemical Manufacturing,15,315 -  Apparel Manufacturing,15055,Industry Use,53208.77615477444
21,325 -  Chemical Manufacturing,16,316 -  Leather and Allied Product Manufacturing,15055,Industry Use,527976.7109513187
21,325 -  Chemical Manufacturing,17,321 -  Wood Product Manufacturing,15055,Industry Use,8931413.57876874
21,325 -  Chemical Manufacturing,18,322 -  Paper Manufacturing,15055,Industry Use,307754156.11234665
21,325 -  Chemical Manufacturing,19,323 -  Printing and Related Support Activities,15055,Industry Use,23441627.38344739
21,325 -  Chemical Manufacturing,20,324 -  Petroleum and Coal Products Manufacturing,15055,Industry Use,1122922349.1198802
21,325 -  Chemical Manufacturing,21,325 -  Chemical Manufacturing,15055,Industry Use,3981011738.2733707
21,325 -  Chemical Manufacturing,22,326 -  Plastics and Rubber Products Manufacturing,15055,Industry Use,449911593.4737679
21,325 -  Chemical Manufacturing,23,327 -  Nonmetallic Mineral Product Manufacturing,15055,Industry Use,95396079.7350836
21,325 -  Chemical Manufacturing,24,331 -  Primary Metal Manufacturing,15055,Industry Use,2377080.5011497373
21,325 -  Chemical Manufacturing,25,332 -  Fabricated Metal Product Manufacturing,15055,Industry Use,359622258.5253278
21,325 -  Chemical Manufacturing,26,333 -  Machinery Manufacturing,15055,Industry Use,22507690.87986243
21,325 -  Chemical Manufacturing,27,334 -  Computer and Electronic Product Manufacturing,15055,Industry Use,96647587.64167576
21,325 -  Chemical Manufacturing,28,"335 -  Electrical Equipment, Appliance, and Component Manufacturing",15055,Industry Use,4681349.627362166
21,325 -  Chemical Manufacturing,29,336 -  Transportation Equipment Manufacturing,15055,Industry Use,41428510.25193307
21,325 -  Chemical Manufacturing,30,337 -  Furniture and Related Product Manufacturing,15055,Industry Use,305969.19006096455
21,325 -  Chemical Manufacturing,31,339 -  Miscellaneous Manufacturing,15055,Industry Use,5331789.368057644
21,325 -  Chemical Manufacturing,32,42 -  Wholesale Trade,15055,Industry Use,8225392532.005239
21,325 -  Chemical Manufacturing,33,441 -  Motor Vehicle and Parts Dealers,15055,Industry Use,44360018.13964876
21,325 -  Chemical Manufacturing,34,"449 -  Furniture, Home Furnishings, Electronics, and Appliance Retailers",15055,Industry Use,15942940.26968172
21,325 -  Chemical Manufacturing,35,444 -  Building Material and Garden Equipment and Supplies Dealers,15055,Industry Use,172129984.7991478
21,325 -  Chemical Manufacturing,36,445 -  Food and Beverage Stores,15055,Industry Use,8675430.631665185
21,325 -  Chemical Manufacturing,37,446 -  Health and Personal Care Stores,15055,Industry Use,4767043.455679009
21,325 -  Chemical Manufacturing,38,457 -  Gasoline Stations and Fuel Dealers,15055,Industry Use,5797127.506642924
21,325 -  Chemical Manufacturing,39,"458 -  Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",15055,Industry Use,3649629.3595779133
21,325 -  Chemical Manufacturing,40,"459 -  Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",15055,Industry Use,20020325.98929442
21,325 -  Chemical Manufacturing,41,455 -  General Merchandise Retailers,15055,Industry Use,23255038.846432608
21,325 -  Chemical Manufacturing,42,481 -  Air Transportation,15055,Industry Use,34043626.71343273
21,325 -  Chemical Manufacturing,43,482 -  Rail Transportation,15055,Industry Use,173138204.84662375
21,325 -  Chemical Manufacturing,44,483 -  Water Transportation,15055,Industry Use,30612855.597401142
21,325 -  Chemical Manufacturing,45,484 -  Truck Transportation,15055,Industry Use,802103322.8732347
21,325 -  Chemical Manufacturing,46,485 -  Transit and Ground Passenger Transportation,15055,Industry Use,7415773.4415063085
21,325 -  Chemical Manufacturing,47,486 -  Pipeline Transportation,15055,Industry Use,9717158.231294082
21,325 -  Chemical Manufacturing,48,487-488 -  Scenic and Sightseeing Transportation and Support Activities for Transportation,15055,Industry Use,7154015.197955272
21,325 -  Chemical Manufacturing,49,492 -  Couriers and Messengers,15055,Industry Use,43453.25974583583
21,325 -  Chemical Manufacturing,50,493 -  Warehousing and Storage,15055,Industry Use,379944684.045521
21,325 -  Chemical Manufacturing,51,513 -  Publishing Industries,15055,Industry Use,43215598.22765736
21,325 -  Chemical Manufacturing,52,512 -  Motion Picture and Sound Recording Industries,15055,Industry Use,160952.41867066655
21,325 -  Chemical Manufacturing,53,516 -  Broadcasting and Content Providers,15055,Industry Use,47206311.197721936
21,325 -  Chemical Manufacturing,54,517 -  Telecommunications,15055,Industry Use,59769208.44127076
21,325 -  Chemical Manufacturing,55,"518 -  Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",15055,Industry Use,139204036.82629335
21,325 -  Chemical Manufacturing,56,"519 -  Web Search Portals, Libraries, Archives, and Other Information Services",15055,Industry Use,154461316.35846776
21,325 -  Chemical Manufacturing,57,522 -  Credit Intermediation and Related Activities,15055,Industry Use,51713742.02902692
21,325 -  Chemical Manufacturing,58,"523 -  Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15055,Industry Use,7021490.4962387895
21,325 -  Chemical Manufacturing,59,521 -  Monetary Authorities-Central Bank,15055,Industry Use,277436291.5126953
21,325 -  Chemical Manufacturing,60,524 -  Insurance Carriers and Related Activities,15055,Industry Use,265042123.2179855
21,325 -  Chemical Manufacturing,62,531 -  Real Estate,15055,Industry Use,98125802.08959284
21,325 -  Chemical Manufacturing,63,532 -  Rental and Leasing Services,15055,Industry Use,77543519.28736274
21,325 -  Chemical Manufacturing,64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15055,Industry Use,384093644.76184803
21,325 -  Chemical Manufacturing,65,"541 -  Professional, Scientific, and Technical Services",15055,Industry Use,964232125.0866963
21,325 -  Chemical Manufacturing,66,551 -  Management of Companies and Enterprises,15055,Industry Use,3388934120.393786
21,325 -  Chemical Manufacturing,67,561 -  Administrative and Support Services,15055,Industry Use,423679266.805159
21,325 -  Chemical Manufacturing,68,562 -  Waste Management and Remediation Services,15055,Industry Use,105604159.04627328
21,325 -  Chemical Manufacturing,74,"711 -  Performing Arts, Spectator Sports, and Related Industries",15055,Industry Use,3242268.7246079645
21,325 -  Chemical Manufacturing,75,"712 -  Museums, Historical Sites, and Similar Institutions",15055,Industry Use,100.4492345625614
21,325 -  Chemical Manufacturing,76,"713 -  Amusement, Gambling, and Recreation Industries",15055,Industry Use,214569.34278374407
21,325 -  Chemical Manufacturing,77,721 -  Accommodation,15055,Industry Use,2717038.0679984945
21,325 -  Chemical Manufacturing,78,722 -  Food Services and Drinking Places,15055,Industry Use,23255281.14072004
21,325 -  Chemical Manufacturing,79,811 -  Repair and Maintenance,15055,Industry Use,188228671.96043882
21,325 -  Chemical Manufacturing,80,812 -  Personal and Laundry Services,15055,Industry Use,225810.55841472434
21,325 -  Chemical Manufacturing,81,"813 -  Religious, Grantmaking, Civic, Professional, and Similar Organizations",15055,Industry Use,912844.9194320042
21,325 -  Chemical Manufacturing,83,9A -  Government Enterprises,15055,Industry Use,361091934.4473913
21,325 -  Chemical Manufacturing,86,Vegetable and melon farming,15055,Industry Use,474.6527500009492
21,325 -  Chemical Manufacturing,87,Fruit farming,15055,Industry Use,364.19585229705706
21,325 -  Chemical Manufacturing,5001,Employee Compensation,15053,Factor Receipts,11678077986.035288
21,325 -  Chemical Manufacturing,6001,Proprietor Income,15053,Factor Receipts,254173811.25640738
21,325 -  Chemical Manufacturing,7001,Other Property Type Income,15053,Factor Receipts,42506077637.50008
21,325 -  Chemical Manufacturing,8001,Tax on Production and Imports,15053,Factor Receipts,1985606474.6675842
21,325 -  Chemical Manufacturing,10001,Households LT15k,15055,Industry Use,393553.02939180634
21,325 -  Chemical Manufacturing,10002,Households 15-30k,15055,Industry Use,518264.8408435249
21,325 -  Chemical Manufacturing,10003,Households 30-40k,15055,Industry Use,461430.91121669824
21,325 -  Chemical Manufacturing,10004,Households 40-50k,15055,Industry Use,356280.1476305501
21,325 -  Chemical Manufacturing,10005,Households 50-70k,15055,Industry Use,795135.727009524
21,325 -  Chemical Manufacturing,10006,Households 70-100k,15055,Industry Use,2715727.9930470735
21,325 -  Chemical Manufacturing,10007,Households 100-150k,15055,Industry Use,4802591.970205096
21,325 -  Chemical Manufacturing,10008,Households 150-200k,15055,Industry Use,5493769.258683335
21,325 -  Chemical Manufacturing,10009,Households GT200k,15055,Industry Use,13900687.510815093
21,325 -  Chemical Manufacturing,11001,Federal Government NonDefense,15055,Industry Use,2561874.15024355
21,325 -  Chemical Manufacturing,11003,Federal Government Investment,15055,Industry Use,1083287.602562199
21,325 -  Chemical Manufacturing,12001,State/Local Govt Other,15055,Industry Use,115685377.20282438
21,325 -  Chemical Manufacturing,12004,State/Local Govt Investment,15055,Industry Use,5479625.9208494825
21,325 -  Chemical Manufacturing,14001,Capital,15055,Industry Use,7245035.800705857
21,325 -  Chemical Manufacturing,14002,Inventory Additions/Deletions,15055,Industry Use,27699358.574774005
21,325 -  Chemical Manufacturing,25001,Foreign Trade,15051,Commodity Trade,5717255895.591218
21,325 -  Chemical Manufacturing,28001,Domestic Trade,15051,Commodity Trade,12619961199.172121
22,326 -  Plastics and Rubber Products Manufacturing,1,111 -  Crop Production,15055,Industry Use,9412174.400696209
22,326 -  Plastics and Rubber Products Manufacturing,2,112 -  Animal Production and Aquaculture,15055,Industry Use,81566.0136890133
22,326 -  Plastics and Rubber Products Manufacturing,3,113 -  Forestry and Logging,15055,Industry Use,28046349.136121407
22,326 -  Plastics and Rubber Products Manufacturing,6,211 -  Oil and Gas Extraction,15055,Industry Use,993644.5902889529
22,326 -  Plastics and Rubber Products Manufacturing,7,212 -  Mining (except Oil and Gas),15055,Industry Use,8402869.76324719
22,326 -  Plastics and Rubber Products Manufacturing,8,213 -  Support Activities for Mining,15055,Industry Use,48947.13167331673
22,326 -  Plastics and Rubber Products Manufacturing,9,221 -  Utilities,15055,Industry Use,176362529.1737379
22,326 -  Plastics and Rubber Products Manufacturing,10,23 -  Construction,15055,Industry Use,59262257.37173494
22,326 -  Plastics and Rubber Products Manufacturing,11,311 -  Food Manufacturing,15055,Industry Use,22416837.515922755
22,326 -  Plastics and Rubber Products Manufacturing,12,312 -  Beverage and Tobacco Product Manufacturing,15055,Industry Use,54133.922863192696
22,326 -  Plastics and Rubber Products Manufacturing,13,313 -  Textile Mills,15055,Industry Use,5130477.905206464
22,326 -  Plastics and Rubber Products Manufacturing,14,314 -  Textile Product Mills,15055,Industry Use,3061536.6392812813
22,326 -  Plastics and Rubber Products Manufacturing,15,315 -  Apparel Manufacturing,15055,Industry Use,175267.3126307249
22,326 -  Plastics and Rubber Products Manufacturing,16,316 -  Leather and Allied Product Manufacturing,15055,Industry Use,188980.9462901735
22,326 -  Plastics and Rubber Products Manufacturing,17,321 -  Wood Product Manufacturing,15055,Industry Use,41894755.1045595
22,326 -  Plastics and Rubber Products Manufacturing,18,322 -  Paper Manufacturing,15055,Industry Use,147815200.15641475
22,326 -  Plastics and Rubber Products Manufacturing,19,323 -  Printing and Related Support Activities,15055,Industry Use,2463754.054430465
22,326 -  Plastics and Rubber Products Manufacturing,20,324 -  Petroleum and Coal Products Manufacturing,15055,Industry Use,150565934.64689332
22,326 -  Plastics and Rubber Products Manufacturing,21,325 -  Chemical Manufacturing,15055,Industry Use,1429968668.5569227
22,326 -  Plastics and Rubber Products Manufacturing,22,326 -  Plastics and Rubber Products Manufacturing,15055,Industry Use,541552304.1942635
22,326 -  Plastics and Rubber Products Manufacturing,23,327 -  Nonmetallic Mineral Product Manufacturing,15055,Industry Use,64360882.863400675
22,326 -  Plastics and Rubber Products Manufacturing,24,331 -  Primary Metal Manufacturing,15055,Industry Use,20073273.02156872
22,326 -  Plastics and Rubber Products Manufacturing,25,332 -  Fabricated Metal Product Manufacturing,15055,Industry Use,246174001.48075002
22,326 -  Plastics and Rubber Products Manufacturing,26,333 -  Machinery Manufacturing,15055,Industry Use,11325865.189310083
22,326 -  Plastics and Rubber Products Manufacturing,27,334 -  Computer and Electronic Product Manufacturing,15055,Industry Use,54148543.88050372
22,326 -  Plastics and Rubber Products Manufacturing,28,"335 -  Electrical Equipment, Appliance, and Component Manufacturing",15055,Industry Use,5370782.140102965
22,326 -  Plastics and Rubber Products Manufacturing,29,336 -  Transportation Equipment Manufacturing,15055,Industry Use,13335921.321314538
22,326 -  Plastics and Rubber Products Manufacturing,30,337 -  Furniture and Related Product Manufacturing,15055,Industry Use,6779748.83452804
22,326 -  Plastics and Rubber Products Manufacturing,31,339 -  Miscellaneous Manufacturing,15055,Industry Use,3807371.437902419
22,326 -  Plastics and Rubber Products Manufacturing,32,42 -  Wholesale Trade,15055,Industry Use,1655238654.1331568
22,326 -  Plastics and Rubber Products Manufacturing,33,441 -  Motor Vehicle and Parts Dealers,15055,Industry Use,7818882.093580909
22,326 -  Plastics and Rubber Products Manufacturing,34,"449 -  Furniture, Home Furnishings, Electronics, and Appliance Retailers",15055,Industry Use,493063.99469348864
22,326 -  Plastics and Rubber Products Manufacturing,35,444 -  Building Material and Garden Equipment and Supplies Dealers,15055,Industry Use,5842378.326026831
22,326 -  Plastics and Rubber Products Manufacturing,36,445 -  Food and Beverage Stores,15055,Industry Use,108089.19242423598
22,326 -  Plastics and Rubber Products Manufacturing,37,446 -  Health and Personal Care Stores,15055,Industry Use,40981.2068996325
22,326 -  Plastics and Rubber Products Manufacturing,38,457 -  Gasoline Stations and Fuel Dealers,15055,Industry Use,64568.11340377669
22,326 -  Plastics and Rubber Products Manufacturing,39,"458 -  Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",15055,Industry Use,22356.019228159275
22,326 -  Plastics and Rubber Products Manufacturing,40,"459 -  Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",15055,Industry Use,695343.6000098462
22,326 -  Plastics and Rubber Products Manufacturing,41,455 -  General Merchandise Retailers,15055,Industry Use,919992.5412375893
22,326 -  Plastics and Rubber Products Manufacturing,42,481 -  Air Transportation,15055,Industry Use,28158031.251143586
22,326 -  Plastics and Rubber Products Manufacturing,43,482 -  Rail Transportation,15055,Industry Use,82482459.70519567
22,326 -  Plastics and Rubber Products Manufacturing,44,483 -  Water Transportation,15055,Industry Use,3284628.643029149
22,326 -  Plastics and Rubber Products Manufacturing,45,484 -  Truck Transportation,15055,Industry Use,266239760.13133493
22,326 -  Plastics and Rubber Products Manufacturing,46,485 -  Transit and Ground Passenger Transportation,15055,Industry Use,11679450.690379722
22,326 -  Plastics and Rubber Products Manufacturing,47,486 -  Pipeline Transportation,15055,Industry Use,634573.7336694469
22,326 -  Plastics and Rubber Products Manufacturing,48,487-488 -  Scenic and Sightseeing Transportation and Support Activities for Transportation,15055,Industry Use,22123854.059440434
22,326 -  Plastics and Rubber Products Manufacturing,49,492 -  Couriers and Messengers,15055,Industry Use,112964.90087986541
22,326 -  Plastics and Rubber Products Manufacturing,50,493 -  Warehousing and Storage,15055,Industry Use,325722726.40293944
22,326 -  Plastics and Rubber Products Manufacturing,51,513 -  Publishing Industries,15055,Industry Use,14273047.369926168
22,326 -  Plastics and Rubber Products Manufacturing,52,512 -  Motion Picture and Sound Recording Industries,15055,Industry Use,66317.19325883618
22,326 -  Plastics and Rubber Products Manufacturing,53,516 -  Broadcasting and Content Providers,15055,Industry Use,19292857.3791793
22,326 -  Plastics and Rubber Products Manufacturing,54,517 -  Telecommunications,15055,Industry Use,27375580.626116056
22,326 -  Plastics and Rubber Products Manufacturing,55,"518 -  Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",15055,Industry Use,66981384.893139884
22,326 -  Plastics and Rubber Products Manufacturing,56,"519 -  Web Search Portals, Libraries, Archives, and Other Information Services",15055,Industry Use,62992762.293619566
22,326 -  Plastics and Rubber Products Manufacturing,57,522 -  Credit Intermediation and Related Activities,15055,Industry Use,19690259.278630197
22,326 -  Plastics and Rubber Products Manufacturing,58,"523 -  Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15055,Industry Use,7961178.464296926
22,326 -  Plastics and Rubber Products Manufacturing,59,521 -  Monetary Authorities-Central Bank,15055,Industry Use,82893816.60063061
22,326 -  Plastics and Rubber Products Manufacturing,60,524 -  Insurance Carriers and Related Activities,15055,Industry Use,67983753.49346164
22,326 -  Plastics and Rubber Products Manufacturing,62,531 -  Real Estate,15055,Industry Use,206844839.71648717
22,326 -  Plastics and Rubber Products Manufacturing,63,532 -  Rental and Leasing Services,15055,Industry Use,27851457.315980256
22,326 -  Plastics and Rubber Products Manufacturing,64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15055,Industry Use,64204494.83076832
22,326 -  Plastics and Rubber Products Manufacturing,65,"541 -  Professional, Scientific, and Technical Services",15055,Industry Use,393963126.9010015
22,326 -  Plastics and Rubber Products Manufacturing,66,551 -  Management of Companies and Enterprises,15055,Industry Use,154443660.9591285
22,326 -  Plastics and Rubber Products Manufacturing,67,561 -  Administrative and Support Services,15055,Industry Use,164221839.01533803
22,326 -  Plastics and Rubber Products Manufacturing,68,562 -  Waste Management and Remediation Services,15055,Industry Use,20426458.31012239
22,326 -  Plastics and Rubber Products Manufacturing,69,611 -  Educational Services,15055,Industry Use,58272.80308225495
22,326 -  Plastics and Rubber Products Manufacturing,74,"711 -  Performing Arts, Spectator Sports, and Related Industries",15055,Industry Use,9350336.320959132
22,326 -  Plastics and Rubber Products Manufacturing,75,"712 -  Museums, Historical Sites, and Similar Institutions",15055,Industry Use,289.6842322828832
22,326 -  Plastics and Rubber Products Manufacturing,76,"713 -  Amusement, Gambling, and Recreation Industries",15055,Industry Use,647804.0306811412
22,326 -  Plastics and Rubber Products Manufacturing,77,721 -  Accommodation,15055,Industry Use,5166080.540558092
22,326 -  Plastics and Rubber Products Manufacturing,78,722 -  Food Services and Drinking Places,15055,Industry Use,30748800.944734283
22,326 -  Plastics and Rubber Products Manufacturing,79,811 -  Repair and Maintenance,15055,Industry Use,72747887.6349219
22,326 -  Plastics and Rubber Products Manufacturing,80,812 -  Personal and Laundry Services,15055,Industry Use,221351.60180085024
22,326 -  Plastics and Rubber Products Manufacturing,81,"813 -  Religious, Grantmaking, Civic, Professional, and Similar Organizations",15055,Industry Use,2409542.6980840717
22,326 -  Plastics and Rubber Products Manufacturing,83,9A -  Government Enterprises,15055,Industry Use,95816382.36029069
22,326 -  Plastics and Rubber Products Manufacturing,86,Vegetable and melon farming,15055,Industry Use,1433.0190913359038
22,326 -  Plastics and Rubber Products Manufacturing,87,Fruit farming,15055,Industry Use,1099.5398411280457
22,326 -  Plastics and Rubber Products Manufacturing,5001,Employee Compensation,15053,Factor Receipts,4198446394.949246
22,326 -  Plastics and Rubber Products Manufacturing,6001,Proprietor Income,15053,Factor Receipts,146676705.27514797
