PayingCode, PayingDescription, ReceivingCode, ReceivingDescription, TransferCode, TransferDescription, Value
63,532 -  Rental and Leasing Services,18,322 -  Paper Manufacturing,15055,Industry Use,11193780.79968483
63,532 -  Rental and Leasing Services,19,323 -  Printing and Related Support Activities,15055,Industry Use,9181541.721866773
63,532 -  Rental and Leasing Services,20,324 -  Petroleum and Coal Products Manufacturing,15055,Industry Use,238396310.19782895
63,532 -  Rental and Leasing Services,21,325 -  Chemical Manufacturing,15055,Industry Use,5898467.08870405
63,532 -  Rental and Leasing Services,22,326 -  Plastics and Rubber Products Manufacturing,15055,Industry Use,65503103.4850288
63,532 -  Rental and Leasing Services,23,327 -  Nonmetallic Mineral Product Manufacturing,15055,Industry Use,59773719.734919205
63,532 -  Rental and Leasing Services,24,331 -  Primary Metal Manufacturing,15055,Industry Use,3033330.8238256085
63,532 -  Rental and Leasing Services,25,332 -  Fabricated Metal Product Manufacturing,15055,Industry Use,109249059.28875414
63,532 -  Rental and Leasing Services,26,333 -  Machinery Manufacturing,15055,Industry Use,9254362.575445324
63,532 -  Rental and Leasing Services,27,334 -  Computer and Electronic Product Manufacturing,15055,Industry Use,2556288.581455041
63,532 -  Rental and Leasing Services,28,"335 -  Electrical Equipment, Appliance, and Component Manufacturing",15055,Industry Use,4111861.6640250674
63,532 -  Rental and Leasing Services,29,336 -  Transportation Equipment Manufacturing,15055,Industry Use,63539222.59456097
63,532 -  Rental and Leasing Services,30,337 -  Furniture and Related Product Manufacturing,15055,Industry Use,356249.62163989013
63,532 -  Rental and Leasing Services,31,339 -  Miscellaneous Manufacturing,15055,Industry Use,2500943.9363234392
63,532 -  Rental and Leasing Services,32,42 -  Wholesale Trade,15055,Industry Use,2702179760.8557377
63,532 -  Rental and Leasing Services,33,441 -  Motor Vehicle and Parts Dealers,15055,Industry Use,59828766.178502664
63,532 -  Rental and Leasing Services,34,"449 -  Furniture, Home Furnishings, Electronics, and Appliance Retailers",15055,Industry Use,915802.8281728532
63,532 -  Rental and Leasing Services,35,444 -  Building Material and Garden Equipment and Supplies Dealers,15055,Industry Use,8443276.168895753
63,532 -  Rental and Leasing Services,36,445 -  Food and Beverage Stores,15055,Industry Use,387899.0137048142
63,532 -  Rental and Leasing Services,37,446 -  Health and Personal Care Stores,15055,Industry Use,47148.42236514425
63,532 -  Rental and Leasing Services,38,457 -  Gasoline Stations and Fuel Dealers,15055,Industry Use,722391.4250354313
63,532 -  Rental and Leasing Services,39,"458 -  Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",15055,Industry Use,39833.93457699051
63,532 -  Rental and Leasing Services,40,"459 -  Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",15055,Industry Use,1294989.3908527093
63,532 -  Rental and Leasing Services,41,455 -  General Merchandise Retailers,15055,Industry Use,4860514.03310356
63,532 -  Rental and Leasing Services,42,481 -  Air Transportation,15055,Industry Use,165119097.1730129
63,532 -  Rental and Leasing Services,43,482 -  Rail Transportation,15055,Industry Use,3404923.167931995
63,532 -  Rental and Leasing Services,44,483 -  Water Transportation,15055,Industry Use,816374.3455942222
63,532 -  Rental and Leasing Services,45,484 -  Truck Transportation,15055,Industry Use,94600521.46068838
63,532 -  Rental and Leasing Services,46,485 -  Transit and Ground Passenger Transportation,15055,Industry Use,133167050.00835358
63,532 -  Rental and Leasing Services,47,486 -  Pipeline Transportation,15055,Industry Use,1302250.2583393601
63,532 -  Rental and Leasing Services,48,487-488 -  Scenic and Sightseeing Transportation and Support Activities for Transportation,15055,Industry Use,77866554.9366185
63,532 -  Rental and Leasing Services,49,492 -  Couriers and Messengers,15055,Industry Use,210839585.51209462
63,532 -  Rental and Leasing Services,50,493 -  Warehousing and Storage,15055,Industry Use,96871661.00412783
63,532 -  Rental and Leasing Services,51,513 -  Publishing Industries,15055,Industry Use,39351559.31095975
63,532 -  Rental and Leasing Services,52,512 -  Motion Picture and Sound Recording Industries,15055,Industry Use,74079492.46415417
63,532 -  Rental and Leasing Services,53,516 -  Broadcasting and Content Providers,15055,Industry Use,36841976.258027546
63,532 -  Rental and Leasing Services,54,517 -  Telecommunications,15055,Industry Use,187536424.474053
63,532 -  Rental and Leasing Services,55,"518 -  Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",15055,Industry Use,77291548.09114565
63,532 -  Rental and Leasing Services,56,"519 -  Web Search Portals, Libraries, Archives, and Other Information Services",15055,Industry Use,165547612.20501184
63,532 -  Rental and Leasing Services,57,522 -  Credit Intermediation and Related Activities,15055,Industry Use,304618418.588324
63,532 -  Rental and Leasing Services,58,"523 -  Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15055,Industry Use,71521829.50754759
63,532 -  Rental and Leasing Services,59,521 -  Monetary Authorities-Central Bank,15055,Industry Use,226658928.504266
63,532 -  Rental and Leasing Services,60,524 -  Insurance Carriers and Related Activities,15055,Industry Use,554337197.2241694
63,532 -  Rental and Leasing Services,62,531 -  Real Estate,15055,Industry Use,1211417611.8353167
63,532 -  Rental and Leasing Services,63,532 -  Rental and Leasing Services,15055,Industry Use,683121882.3137441
63,532 -  Rental and Leasing Services,64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15055,Industry Use,191382607.42276296
63,532 -  Rental and Leasing Services,65,"541 -  Professional, Scientific, and Technical Services",15055,Industry Use,744319769.9160998
63,532 -  Rental and Leasing Services,66,551 -  Management of Companies and Enterprises,15055,Industry Use,1889836644.6538734
63,532 -  Rental and Leasing Services,67,561 -  Administrative and Support Services,15055,Industry Use,782919026.8576802
63,532 -  Rental and Leasing Services,68,562 -  Waste Management and Remediation Services,15055,Industry Use,24685149.44710463
63,532 -  Rental and Leasing Services,74,"711 -  Performing Arts, Spectator Sports, and Related Industries",15055,Industry Use,56433264.02801118
63,532 -  Rental and Leasing Services,75,"712 -  Museums, Historical Sites, and Similar Institutions",15055,Industry Use,1748.3677810099086
63,532 -  Rental and Leasing Services,76,"713 -  Amusement, Gambling, and Recreation Industries",15055,Industry Use,5480239.240781344
63,532 -  Rental and Leasing Services,77,721 -  Accommodation,15055,Industry Use,38805958.6796891
63,532 -  Rental and Leasing Services,78,722 -  Food Services and Drinking Places,15055,Industry Use,288324724.39283013
63,532 -  Rental and Leasing Services,79,811 -  Repair and Maintenance,15055,Industry Use,1483220447.406771
63,532 -  Rental and Leasing Services,80,812 -  Personal and Laundry Services,15055,Industry Use,9042021.754023608
63,532 -  Rental and Leasing Services,81,"813 -  Religious, Grantmaking, Civic, Professional, and Similar Organizations",15055,Industry Use,23374065.225811776
63,532 -  Rental and Leasing Services,83,9A -  Government Enterprises,15055,Industry Use,324302852.149553
63,532 -  Rental and Leasing Services,86,Vegetable and melon farming,15055,Industry Use,12122.937007462599
63,532 -  Rental and Leasing Services,87,Fruit farming,15055,Industry Use,9301.796683507144
63,532 -  Rental and Leasing Services,5001,Employee Compensation,15053,Factor Receipts,6407628939.483628
63,532 -  Rental and Leasing Services,6001,Proprietor Income,15053,Factor Receipts,1662894700.9382372
63,532 -  Rental and Leasing Services,7001,Other Property Type Income,15053,Factor Receipts,4177455110.395857
63,532 -  Rental and Leasing Services,8001,Tax on Production and Imports,15053,Factor Receipts,2011674738.7553291
63,532 -  Rental and Leasing Services,10001,Households LT15k,15055,Industry Use,212816.58363545852
63,532 -  Rental and Leasing Services,10002,Households 15-30k,15055,Industry Use,280255.37757171685
63,532 -  Rental and Leasing Services,10003,Households 30-40k,15055,Industry Use,249522.02822753522
63,532 -  Rental and Leasing Services,10004,Households 40-50k,15055,Industry Use,192661.00924961927
63,532 -  Rental and Leasing Services,10005,Households 50-70k,15055,Industry Use,429975.267145502
63,532 -  Rental and Leasing Services,10006,Households 70-100k,15055,Industry Use,1468549.1163836825
63,532 -  Rental and Leasing Services,10007,Households 100-150k,15055,Industry Use,2597035.5691928864
63,532 -  Rental and Leasing Services,10008,Households 150-200k,15055,Industry Use,2970794.575565361
63,532 -  Rental and Leasing Services,10009,Households GT200k,15055,Industry Use,7516895.069534803
63,532 -  Rental and Leasing Services,11001,Federal Government NonDefense,15055,Industry Use,488794.3746776138
63,532 -  Rental and Leasing Services,11003,Federal Government Investment,15055,Industry Use,585795.4315031209
63,532 -  Rental and Leasing Services,12001,State/Local Govt Other,15055,Industry Use,46257281.081564166
63,532 -  Rental and Leasing Services,12002,State/Local Govt Education,15055,Industry Use,146562.19676274978
63,532 -  Rental and Leasing Services,12004,State/Local Govt Investment,15055,Industry Use,2963146.4656177526
63,532 -  Rental and Leasing Services,14001,Capital,15055,Industry Use,3917804.342163477
63,532 -  Rental and Leasing Services,14002,Inventory Additions/Deletions,15055,Industry Use,2812814.234578599
63,532 -  Rental and Leasing Services,25001,Foreign Trade,15051,Commodity Trade,740272875.9918257
63,532 -  Rental and Leasing Services,28001,Domestic Trade,15051,Commodity Trade,2037524289.9721792
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6,211 -  Oil and Gas Extraction,15055,Industry Use,770187.84215173
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),7,212 -  Mining (except Oil and Gas),15055,Industry Use,13698.75257115644
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),8,213 -  Support Activities for Mining,15055,Industry Use,481.5985850650439
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),9,221 -  Utilities,15055,Industry Use,34679836.1265977
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),11,311 -  Food Manufacturing,15055,Industry Use,2062.6875766719313
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),12,312 -  Beverage and Tobacco Product Manufacturing,15055,Industry Use,2569.448688286212
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),13,313 -  Textile Mills,15055,Industry Use,1835.7234577192721
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),14,314 -  Textile Product Mills,15055,Industry Use,393747.4398104633
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15,315 -  Apparel Manufacturing,15055,Industry Use,48274.9272804842
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),16,316 -  Leather and Allied Product Manufacturing,15055,Industry Use,5701.547509124731
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),17,321 -  Wood Product Manufacturing,15055,Industry Use,103352.28885513206
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),18,322 -  Paper Manufacturing,15055,Industry Use,87956601.66801009
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),19,323 -  Printing and Related Support Activities,15055,Industry Use,63504737.527829446
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),20,324 -  Petroleum and Coal Products Manufacturing,15055,Industry Use,54585643.8816365
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),21,325 -  Chemical Manufacturing,15055,Industry Use,951057.4651096942
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),22,326 -  Plastics and Rubber Products Manufacturing,15055,Industry Use,72852135.9096255
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),23,327 -  Nonmetallic Mineral Product Manufacturing,15055,Industry Use,8695474.395370198
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),24,331 -  Primary Metal Manufacturing,15055,Industry Use,104076.30975666926
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),25,332 -  Fabricated Metal Product Manufacturing,15055,Industry Use,1073314.893561061
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),26,333 -  Machinery Manufacturing,15055,Industry Use,37200.97084236429
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),27,334 -  Computer and Electronic Product Manufacturing,15055,Industry Use,1092023.0229192933
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),28,"335 -  Electrical Equipment, Appliance, and Component Manufacturing",15055,Industry Use,314522.6651634306
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),29,336 -  Transportation Equipment Manufacturing,15055,Industry Use,80930.8805978093
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),30,337 -  Furniture and Related Product Manufacturing,15055,Industry Use,35143.54969995291
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),31,339 -  Miscellaneous Manufacturing,15055,Industry Use,1247186.659406746
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),32,42 -  Wholesale Trade,15055,Industry Use,193439763.4029247
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),42,481 -  Air Transportation,15055,Industry Use,15104325.034418201
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),43,482 -  Rail Transportation,15055,Industry Use,4804981.458499732
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),44,483 -  Water Transportation,15055,Industry Use,217.04121967966492
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),45,484 -  Truck Transportation,15055,Industry Use,157217191.7193094
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),47,486 -  Pipeline Transportation,15055,Industry Use,311604.03108714445
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),48,487-488 -  Scenic and Sightseeing Transportation and Support Activities for Transportation,15055,Industry Use,1909865.428137298
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),49,492 -  Couriers and Messengers,15055,Industry Use,611900992.4749972
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),50,493 -  Warehousing and Storage,15055,Industry Use,63597660.65425611
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),51,513 -  Publishing Industries,15055,Industry Use,204096288.34532166
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),52,512 -  Motion Picture and Sound Recording Industries,15055,Industry Use,233725.52082500933
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),53,516 -  Broadcasting and Content Providers,15055,Industry Use,68634775.02338889
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),54,517 -  Telecommunications,15055,Industry Use,27505591.266347148
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),55,"518 -  Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",15055,Industry Use,15850170.801508144
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),56,"519 -  Web Search Portals, Libraries, Archives, and Other Information Services",15055,Industry Use,401573289.29209524
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),57,522 -  Credit Intermediation and Related Activities,15055,Industry Use,1051315130.0146276
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),58,"523 -  Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15055,Industry Use,782536268.8521159
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),59,521 -  Monetary Authorities-Central Bank,15055,Industry Use,1232154291.6730707
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),60,524 -  Insurance Carriers and Related Activities,15055,Industry Use,986419133.0628905
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),62,531 -  Real Estate,15055,Industry Use,608715538.5290538
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),63,532 -  Rental and Leasing Services,15055,Industry Use,403553950.57935673
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15055,Industry Use,1752197540.911145
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),65,"541 -  Professional, Scientific, and Technical Services",15055,Industry Use,1409830718.6484787
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),66,551 -  Management of Companies and Enterprises,15055,Industry Use,487274554.43613046
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),67,561 -  Administrative and Support Services,15055,Industry Use,4998779213.7614
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),68,562 -  Waste Management and Remediation Services,15055,Industry Use,124882684.02445705
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),77,721 -  Accommodation,15055,Industry Use,4873811.8592957165
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),78,722 -  Food Services and Drinking Places,15055,Industry Use,489842994.48699087
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),79,811 -  Repair and Maintenance,15055,Industry Use,38966647.09446564
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),80,812 -  Personal and Laundry Services,15055,Industry Use,2336.8068156258914
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),81,"813 -  Religious, Grantmaking, Civic, Professional, and Similar Organizations",15055,Industry Use,431906748.71363074
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),83,9A -  Government Enterprises,15055,Industry Use,270165009.38282627
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),5001,Employee Compensation,15053,Factor Receipts,665939331.2748064
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),6001,Proprietor Income,15053,Factor Receipts,143206129.76784685
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),7001,Other Property Type Income,15053,Factor Receipts,29491628546.310745
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),8001,Tax on Production and Imports,15053,Factor Receipts,705519991.1006842
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10001,Households LT15k,15055,Industry Use,542249.8965873166
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10002,Households 15-30k,15055,Industry Use,714081.8018515664
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10003,Households 30-40k,15055,Industry Use,635774.2037359482
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10004,Households 40-50k,15055,Industry Use,490894.13314220554
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10005,Households 50-70k,15055,Industry Use,1095563.325760978
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10006,Households 70-100k,15055,Industry Use,3741816.5111441417
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10007,Households 100-150k,15055,Industry Use,6617164.155029649
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10008,Households 150-200k,15055,Industry Use,7569490.233627051
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),10009,Households GT200k,15055,Industry Use,19152809.919620506
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),11001,Federal Government NonDefense,15055,Industry Use,1210499.855401017
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),11003,Federal Government Investment,15055,Industry Use,1492588.1560903173
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),12001,State/Local Govt Other,15055,Industry Use,231550176.2876444
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),12002,State/Local Govt Education,15055,Industry Use,543894.3715901482
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),12004,State/Local Govt Investment,15055,Industry Use,7550003.092365154
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),14001,Capital,15055,Industry Use,9982441.044286752
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),14002,Inventory Additions/Deletions,15055,Industry Use,313070.7914489317
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),25001,Foreign Trade,15051,Commodity Trade,906438595.0143863
64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),28001,Domestic Trade,15051,Commodity Trade,2821550154.14045
65,"541 -  Professional, Scientific, and Technical Services",1,111 -  Crop Production,15055,Industry Use,27273529.030913137
65,"541 -  Professional, Scientific, and Technical Services",2,112 -  Animal Production and Aquaculture,15055,Industry Use,171482992.8140119
65,"541 -  Professional, Scientific, and Technical Services",3,113 -  Forestry and Logging,15055,Industry Use,4284158.426225445
65,"541 -  Professional, Scientific, and Technical Services",4,"114 -  Fishing, Hunting and Trapping",15055,Industry Use,401153.57999417535
65,"541 -  Professional, Scientific, and Technical Services",5,115 -  Support Activities for Agriculture and Forestry,15055,Industry Use,97216934.0674639
65,"541 -  Professional, Scientific, and Technical Services",6,211 -  Oil and Gas Extraction,15055,Industry Use,7023835.663601932
65,"541 -  Professional, Scientific, and Technical Services",7,212 -  Mining (except Oil and Gas),15055,Industry Use,68273966.24734384
65,"541 -  Professional, Scientific, and Technical Services",8,213 -  Support Activities for Mining,15055,Industry Use,226095.84686492314
65,"541 -  Professional, Scientific, and Technical Services",9,221 -  Utilities,15055,Industry Use,479555697.81146103
65,"541 -  Professional, Scientific, and Technical Services",10,23 -  Construction,15055,Industry Use,280536110.6053549
65,"541 -  Professional, Scientific, and Technical Services",11,311 -  Food Manufacturing,15055,Industry Use,562384420.1380835
65,"541 -  Professional, Scientific, and Technical Services",12,312 -  Beverage and Tobacco Product Manufacturing,15055,Industry Use,33418515.93821408
65,"541 -  Professional, Scientific, and Technical Services",13,313 -  Textile Mills,15055,Industry Use,6306257.62797381
65,"541 -  Professional, Scientific, and Technical Services",14,314 -  Textile Product Mills,15055,Industry Use,8024947.317045339
65,"541 -  Professional, Scientific, and Technical Services",15,315 -  Apparel Manufacturing,15055,Industry Use,1364585.6664182132
65,"541 -  Professional, Scientific, and Technical Services",16,316 -  Leather and Allied Product Manufacturing,15055,Industry Use,325271.5307172696
65,"541 -  Professional, Scientific, and Technical Services",17,321 -  Wood Product Manufacturing,15055,Industry Use,94327517.48943835
65,"541 -  Professional, Scientific, and Technical Services",18,322 -  Paper Manufacturing,15055,Industry Use,200819843.3910482
65,"541 -  Professional, Scientific, and Technical Services",19,323 -  Printing and Related Support Activities,15055,Industry Use,620179980.0442994
65,"541 -  Professional, Scientific, and Technical Services",20,324 -  Petroleum and Coal Products Manufacturing,15055,Industry Use,515271943.1774008
65,"541 -  Professional, Scientific, and Technical Services",21,325 -  Chemical Manufacturing,15055,Industry Use,493259105.76956236
65,"541 -  Professional, Scientific, and Technical Services",22,326 -  Plastics and Rubber Products Manufacturing,15055,Industry Use,482978822.46882915
65,"541 -  Professional, Scientific, and Technical Services",23,327 -  Nonmetallic Mineral Product Manufacturing,15055,Industry Use,410013105.29412645
65,"541 -  Professional, Scientific, and Technical Services",24,331 -  Primary Metal Manufacturing,15055,Industry Use,38686828.49114364
65,"541 -  Professional, Scientific, and Technical Services",25,332 -  Fabricated Metal Product Manufacturing,15055,Industry Use,567165142.1917932
65,"541 -  Professional, Scientific, and Technical Services",26,333 -  Machinery Manufacturing,15055,Industry Use,56070227.01098638
65,"541 -  Professional, Scientific, and Technical Services",27,334 -  Computer and Electronic Product Manufacturing,15055,Industry Use,433159802.48870224
65,"541 -  Professional, Scientific, and Technical Services",28,"335 -  Electrical Equipment, Appliance, and Component Manufacturing",15055,Industry Use,86851944.21238671
65,"541 -  Professional, Scientific, and Technical Services",29,336 -  Transportation Equipment Manufacturing,15055,Industry Use,379627606.00530946
65,"541 -  Professional, Scientific, and Technical Services",30,337 -  Furniture and Related Product Manufacturing,15055,Industry Use,15725649.410155458
65,"541 -  Professional, Scientific, and Technical Services",31,339 -  Miscellaneous Manufacturing,15055,Industry Use,98973629.18640053
65,"541 -  Professional, Scientific, and Technical Services",32,42 -  Wholesale Trade,15055,Industry Use,5050760859.223571
65,"541 -  Professional, Scientific, and Technical Services",33,441 -  Motor Vehicle and Parts Dealers,15055,Industry Use,85558768.41952519
65,"541 -  Professional, Scientific, and Technical Services",34,"449 -  Furniture, Home Furnishings, Electronics, and Appliance Retailers",15055,Industry Use,13181230.74066693
65,"541 -  Professional, Scientific, and Technical Services",35,444 -  Building Material and Garden Equipment and Supplies Dealers,15055,Industry Use,7724404.794938977
65,"541 -  Professional, Scientific, and Technical Services",36,445 -  Food and Beverage Stores,15055,Industry Use,1318912.624451359
65,"541 -  Professional, Scientific, and Technical Services",37,446 -  Health and Personal Care Stores,15055,Industry Use,1343557.1638265122
65,"541 -  Professional, Scientific, and Technical Services",38,457 -  Gasoline Stations and Fuel Dealers,15055,Industry Use,1082476.2921420783
65,"541 -  Professional, Scientific, and Technical Services",39,"458 -  Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",15055,Industry Use,481366.4911264597
65,"541 -  Professional, Scientific, and Technical Services",40,"459 -  Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",15055,Industry Use,18587777.47314075
65,"541 -  Professional, Scientific, and Technical Services",41,455 -  General Merchandise Retailers,15055,Industry Use,9006914.969365118
65,"541 -  Professional, Scientific, and Technical Services",42,481 -  Air Transportation,15055,Industry Use,1141966860.272386
65,"541 -  Professional, Scientific, and Technical Services",43,482 -  Rail Transportation,15055,Industry Use,71586158.80750763
65,"541 -  Professional, Scientific, and Technical Services",44,483 -  Water Transportation,15055,Industry Use,208766488.0901754
65,"541 -  Professional, Scientific, and Technical Services",45,484 -  Truck Transportation,15055,Industry Use,916613276.2753317
65,"541 -  Professional, Scientific, and Technical Services",46,485 -  Transit and Ground Passenger Transportation,15055,Industry Use,1067849115.903736
65,"541 -  Professional, Scientific, and Technical Services",47,486 -  Pipeline Transportation,15055,Industry Use,2241803.4836436356
65,"541 -  Professional, Scientific, and Technical Services",48,487-488 -  Scenic and Sightseeing Transportation and Support Activities for Transportation,15055,Industry Use,593598898.7494897
65,"541 -  Professional, Scientific, and Technical Services",49,492 -  Couriers and Messengers,15055,Industry Use,720210233.513444
65,"541 -  Professional, Scientific, and Technical Services",50,493 -  Warehousing and Storage,15055,Industry Use,339011830.9768858
65,"541 -  Professional, Scientific, and Technical Services",51,513 -  Publishing Industries,15055,Industry Use,3179149731.9029827
65,"541 -  Professional, Scientific, and Technical Services",52,512 -  Motion Picture and Sound Recording Industries,15055,Industry Use,719759671.5791692
65,"541 -  Professional, Scientific, and Technical Services",53,516 -  Broadcasting and Content Providers,15055,Industry Use,2813019097.529393
65,"541 -  Professional, Scientific, and Technical Services",54,517 -  Telecommunications,15055,Industry Use,1485903184.1216543
65,"541 -  Professional, Scientific, and Technical Services",55,"518 -  Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",15055,Industry Use,3755550659.0810194
65,"541 -  Professional, Scientific, and Technical Services",56,"519 -  Web Search Portals, Libraries, Archives, and Other Information Services",15055,Industry Use,11036453092.823359
65,"541 -  Professional, Scientific, and Technical Services",57,522 -  Credit Intermediation and Related Activities,15055,Industry Use,696213580.2349482
65,"541 -  Professional, Scientific, and Technical Services",58,"523 -  Securities, Commodity Contracts, and Other Financial Investments and Related Activities",15055,Industry Use,588974421.5580956
65,"541 -  Professional, Scientific, and Technical Services",59,521 -  Monetary Authorities-Central Bank,15055,Industry Use,2112902817.3926754
65,"541 -  Professional, Scientific, and Technical Services",60,524 -  Insurance Carriers and Related Activities,15055,Industry Use,2007344265.1693072
65,"541 -  Professional, Scientific, and Technical Services",62,531 -  Real Estate,15055,Industry Use,26127639704.188873
65,"541 -  Professional, Scientific, and Technical Services",63,532 -  Rental and Leasing Services,15055,Industry Use,950737141.861713
65,"541 -  Professional, Scientific, and Technical Services",64,533 -  Lessors of Nonfinancial Intangible Assets (except Copyrighted Works),15055,Industry Use,3602562573.2595057
65,"541 -  Professional, Scientific, and Technical Services",65,"541 -  Professional, Scientific, and Technical Services",15055,Industry Use,56521383754.13263
